,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7320,7321,11442793,K00351.07,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,124.922516,0.002816,-0.002816,129.7295,0.0216,-0.0216,0.943,0.028,-0.645,11.942,0.451,-0.451,498.7,21.6,-21.6,3.37,0.55,-0.45,407.0,,,6.45,2.92,-2.01,24.4,5.0,q1_q17_dr25_tce,5970.0,107.0,-131.0,4.317,0.11,-0.121,1.2,0.195,-0.16,284.4335,49.305161,13.804
3642,3643,8521059,K04093.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.535578808,7.92e-07,-7.92e-07,131.80805,0.0013,-0.0013,1.225,0.763,-0.168,1.7973,0.0752,-0.0752,193.6,6.3,-6.3,33.97,9.99,-6.65,2870.0,,,16161.27,13650.99,-7093.96,38.3,1.0,q1_q17_dr25_tce,6610.0,162.0,-231.0,4.263999999999999,0.139,-0.18600000000000003,1.313,0.386,-0.257,299.75021,44.561981,13.94
2832,2833,10616571,K00340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,23.6731242,1.012e-05,-1.012e-05,160.628756,0.000338,-0.000338,0.21,0.026,-0.045,14.3948,0.0292,-0.0292,23113.0,32.3,-32.3,17.74,3.15,-1.95,676.0,,,49.42,24.18,-13.3,842.3,2.0,q1_q17_dr25_tce,5769.0,104.0,-116.0,4.338,0.095,-0.126,1.177,0.209,-0.129,297.66467,47.801392,13.057
2860,2861,9230021,K03429.04,,CANDIDATE,CANDIDATE,0.508,0,0,0,0,44.433726,0.001018,-0.001018,162.9825,0.0214,-0.0214,0.624,0.02,-0.486,6.118,0.407,-0.407,239.6,30.9,-30.9,1.85,0.29,-0.29,538.0,,,19.73,8.21,-6.4,8.0,3.0,q1_q17_dr25_tce,5596.0,83.0,-75.0,4.298,0.14300000000000002,-0.10400000000000001,1.145,0.178,-0.178,296.19614,45.634331,15.364
4311,4312,8700895,K04523.01,,CANDIDATE,CANDIDATE,0.878,0,0,0,0,5.68251605,7.04e-05,-7.04e-05,131.6745,0.0105,-0.0105,0.0,0.462,0.0,3.479,0.327,-0.327,81.2,10.4,-10.4,1.03,0.17,-0.14,1090.0,,,333.82,142.98,-96.75,9.4,1.0,q1_q17_dr25_tce,5753.0,78.0,-78.0,4.319,0.115,-0.115,1.157,0.189,-0.155,296.04425,44.80529,14.878
5063,5064,8635938,K03498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,43.798566,0.000347,-0.000347,172.58505,0.00747,-0.00747,1.182,72.64,-1.59,6.401,0.31,-0.31,290.4,13.5,-13.5,48.52,8.08,-17.5,721.0,,,63.8,35.13,-40.43,26.1,1.0,q1_q17_dr25_tce,5611.0,186.0,-152.0,3.842,0.344,-0.10800000000000001,2.227,0.371,-0.803,295.82376,44.79591,12.963
1561,1562,11298298,K01802.01,Kepler-956 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.248667607,6.064e-06,-6.064e-06,135.516708,0.000962,-0.000962,0.847,0.005,-0.587,1.917,0.0297,-0.0297,601.2,11.9,-11.9,2.84,0.43,-0.2,1056.0,,,293.42,117.44,-53.09,59.5,1.0,q1_q17_dr25_tce,5807.0,78.0,-78.0,4.437,0.051,-0.11900000000000001,1.012,0.154,-0.071,292.53082,49.06171,13.345
1900,1901,7097965,K02083.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.72085047,2.08e-05,-2.08e-05,136.563,0.00211,-0.00211,0.963,0.029,-0.717,1.8264,0.0696,-0.0696,267.0,12.7,-12.7,2.53,0.4,-0.4,1021.0,,,257.14,112.96,-90.31,25.0,1.0,q1_q17_dr25_tce,5887.0,105.0,-129.0,4.29,0.138,-0.113,1.177,0.186,-0.186,284.49033,42.648289,13.515999999999998
3910,3911,9886361,K02732.02,Kepler-403 d,CONFIRMED,CANDIDATE,0.948,0,0,0,0,13.61165024,8.495e-05,-8.495e-05,144.16808,0.00438,-0.00438,0.112,0.337,-0.112,7.617,0.14,-0.14,95.5,3.3,-3.3,1.46,0.27,-0.24,958.0,,,198.73,98.98,-71.43,31.6,2.0,q1_q17_dr25_tce,6170.0,110.0,-135.0,4.192,0.13699999999999998,-0.125,1.499,0.272,-0.245,289.92145,46.74456,12.805
2224,2225,8544992,K02466.01,Kepler-388 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,3.17323012,1.095e-05,-1.095e-05,133.69978999999998,0.00298,-0.00298,0.085,0.376,-0.085,1.9094,0.0852,-0.0852,204.5,11.2,-11.2,0.88,0.07,-0.08,830.0,,,112.21,34.57,-29.23,21.4,1.0,q1_q17_dr25_tce,4500.0,133.0,-133.0,4.632,0.048,-0.027999999999999997,0.633,0.05,-0.055,284.82802999999996,44.60873,14.993
9442,9443,3858917,K03294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.9522401,0.0001631,-0.0001631,148.91634,0.0055,-0.0055,1.375,12.11,-0.119,20.813,0.269,-0.269,2896.9,38.6,-38.6,42.91,11.77,-3.94,572.0,,,25.35,20.49,-6.85,90.5,1.0,q1_q17_dr25_tce,5659.0,154.0,-171.0,4.5280000000000005,0.036000000000000004,-0.192,0.904,0.248,-0.083,293.70248,38.975449,14.690999999999999
1487,1488,9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.9545259659999998,3.283e-06,-3.283e-06,132.29679,0.00138,-0.00138,0.673,0.237,-0.455,2.0944,0.0457,-0.0457,392.8,10.2,-10.2,2.38,0.38,-0.3,1540.0,,,1331.18,553.07,-375.27,43.1,1.0,q1_q17_dr25_tce,5741.0,77.0,-77.0,4.331,0.115,-0.115,1.136,0.18,-0.147,294.61365,45.984619,15.356
7000,7001,5385566,K06004.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4253356,0.0003681,-0.0003681,141.58,0.0276,-0.0276,0.966,0.014,-0.015,27.49,2.1,-2.1,374.4,17.0,-17.0,2.02,0.37,-0.2,683.0,,,51.57,31.57,-15.53,35.4,1.0,q1_q17_dr25_tce,5442.0,206.0,-187.0,4.541,0.07200000000000001,-0.10800000000000001,0.783,0.14,-0.081,297.61758,40.506771,15.539000000000001
1747,1748,8282651,K02193.01,Kepler-1136 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.3617244719999997,3.4919999999999998e-06,-3.4919999999999998e-06,133.23932,0.0012,-0.0012,0.009,0.457,-0.009,1.2167,0.0423,-0.0423,587.0,19.9,-19.9,1.53,0.11,-0.14,922.0,,,170.59,49.25,-46.39,34.6,1.0,q1_q17_dr25_tce,4478.0,133.0,-133.0,4.615,0.052000000000000005,-0.024,0.651,0.046,-0.061,284.10778999999997,44.245810999999996,15.658
860,861,3962440,K01208.01,,CANDIDATE,CANDIDATE,,0,0,0,0,700.00298217,0.0,0.0,249.44205,0.0014,-0.0014,0.143,0.2164,-0.1429,7.6525,0.0939,-0.0939,3245.9,66.9,-66.9,6.43,3.55,-0.68,238.0,,,0.76,1.27,-0.23,60.3,,,6487.0,164.0,-215.0,4.397,0.06,-0.32899999999999996,1.118,0.617,-0.118,293.61877000000004,39.022572,13.594000000000001
3635,3636,3345973,K07652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,15.3466028,0.0002428,-0.0002428,143.8142,0.0136,-0.0136,0.591,0.393,-0.391,4.966,0.404,-0.404,238.5,22.0,-22.0,3.64,0.69,-0.84,1194.0,,,480.12,231.2,-209.28,13.0,1.0,q1_q17_dr25_tce,6771.0,81.0,-81.0,3.9339999999999997,0.195,-0.12,2.259,0.426,-0.521,292.38293,38.40057,14.335
4659,4660,6852354,K04889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,101.97435125,,,163.80347719999997,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,288.42035,42.309509000000006,15.968
662,663,6960913,K01361.01,Kepler-61 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,59.8780258,0.0001502,-0.0001502,151.1847,0.0021,-0.0021,0.004,0.411,-0.004,4.8027,0.0705,-0.0705,1419.1,32.3,-32.3,2.19,0.08,-0.14,273.0,,,1.31,0.22,-0.24,51.8,1.0,q1_q17_dr25_tce,4016.0,79.0,-79.0,4.658,0.039,-0.015,0.599,0.023,-0.037,295.3045,42.475288,14.995
1323,1324,12644774,K01555.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,41.0772969,0.0001985,-0.0001985,379.12847999999997,0.00311,-0.00311,0.03,0.415,-0.03,5.525,0.114,-0.114,1216.8,44.4,-44.4,3.25,0.91,-0.68,523.0,,,17.74,15.43,-8.07,28.8,1.0,q1_q17_dr25_tce,5665.0,189.0,-189.0,4.381,0.195,-0.214,0.938,0.263,-0.197,289.07703,51.761821999999995,14.907
5632,5633,5709889,K02783.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.526887517,1.146e-06,-1.146e-06,131.86561,0.00183,-0.00183,0.292,0.154,-0.292,0.8971,0.0748,-0.0748,119.9,8.4,-8.4,0.58,0.03,-0.05,1238.0,,,550.37,105.55,-121.16,20.6,1.0,q1_q17_dr25_tce,3945.0,70.0,-78.0,4.721,0.045,-0.021,0.519,0.028,-0.042,293.17096000000004,40.99559,14.694
3712,3713,6311520,K04115.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.941840589,6.3079999999999996e-06,-6.3079999999999996e-06,131.80463999999998,0.00644,-0.00644,1.198,1.245,-0.191,5.06,0.419,-0.419,388.3,21.4,-21.4,27.05,7.69,-4.15,2200.0,,,5547.35,4658.92,-2040.65,23.0,1.0,q1_q17_dr25_tce,6419.0,177.0,-199.0,4.33,0.124,-0.18600000000000003,1.142,0.325,-0.175,298.67731000000003,41.640282,13.956
304,305,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.953,0,0,0,0,9.467821473999999,6.129e-06,-6.129e-06,178.415842,0.000517,-0.000517,0.081,0.261,-0.081,2.4327,0.0221,-0.0221,2237.0,19.8,-19.8,2.13,0.19,-0.25,407.0,,,6.47,1.81,-1.94,124.7,1.0,q1_q17_dr25_tce,3582.0,71.0,-89.0,4.8069999999999995,0.05,-0.045,0.458,0.04,-0.055,283.73203,45.958771,15.073
2276,2277,7584650,K02631.01,,CANDIDATE,CANDIDATE,0.91,0,0,0,0,44.9977604,0.0005173,-0.0005173,160.2298,0.0101,-0.0101,0.928,0.013,-0.647,9.686,0.193,-0.193,170.2,8.3,-8.3,1.59,0.23,-0.08,508.0,,,15.74,5.91,-2.25,21.4,1.0,q1_q17_dr25_tce,5871.0,70.0,-88.0,4.493,0.019,-0.11,0.983,0.143,-0.045,282.23969,43.244049,13.468
41,42,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.412203927,3.0519999999999997e-06,-3.0519999999999997e-06,133.143089,0.000468,-0.000468,0.787,0.005,-0.565,2.9472,0.024,-0.024,601.6,4.0,-4.0,2.94,0.43,-0.38,1093.0,,,337.68,137.29,-102.18,166.7,1.0,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.3389999999999995,0.132,-0.10800000000000001,1.087,0.157,-0.142,287.88732999999996,46.276241,12.790999999999999
7374,7375,9291368,K07155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.7964482989999997,9.994e-06,-9.994e-06,131.37037,0.0037,-0.0037,0.249,0.005,-0.004,11.5917,0.0103,-0.0103,522880.0,633.0,-633.0,232.39,20.44,-109.0,2577.0,,,10412.56,3508.68,-7931.36,1487.2,1.0,q1_q17_dr25_tce,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005
8073,8074,2853828,K02896.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,346.36642,0.02039,-0.02039,365.2864,0.035,-0.035,0.45,0.0091,-0.4326,14.94,1.1,-1.1,148.2,13.3,-13.3,1.57,0.98,-0.27,314.0,,,2.3,4.42,-0.9,14.3,2.0,q1_q17_dr24_tce,6327.0,160.0,-202.0,4.276,0.131,-0.131,1.259,0.788,-0.212,291.74017000000003,38.014912,11.899000000000001
2058,2059,10189557,K02427.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.93101771,2.302e-05,-2.302e-05,131.92959,0.00641,-0.00641,0.523,0.436,-0.315,2.231,0.188,-0.188,199.1,16.3,-16.3,1.15,0.17,-0.15,1134.0,,,390.28,196.17,-127.35,15.0,1.0,q1_q17_dr25_tce,5485.0,163.0,-163.0,4.5,0.11,-0.11,0.788,0.123,-0.101,283.02725,47.249882,15.484000000000002
3439,3440,6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.370639542,6.665e-06,-6.665e-06,172.23815,0.000955,-0.000955,0.667,0.264,-0.452,2.1121,0.0362,-0.0362,491.3,9.2,-9.2,2.54,0.38,-0.34,1096.0,,,341.68,141.56,-105.73,58.8,2.0,q1_q17_dr25_tce,5821.0,105.0,-117.0,4.355,0.121,-0.11,1.085,0.16,-0.146,297.09,41.388031,13.989
160,161,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.942,0,0,0,0,80.8723469,0.0001468,-0.0001468,203.895,0.00131,-0.00131,0.527,0.08,-0.309,11.195,0.13,-0.13,3604.6,25.9,-25.9,7.59,1.24,-1.52,452.0,,,9.88,4.3,-3.87,160.9,1.0,q1_q17_dr25_tce,5510.0,82.0,-71.0,4.2219999999999995,0.195,-0.105,1.238,0.202,-0.247,287.1543,41.565788,15.200999999999999
5360,5361,2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.192004364,1.463e-06,-1.463e-06,132.21811399999999,0.000761,-0.000761,1.003,0.17,-0.127,3.075,0.0149,-0.0149,99583.0,418.0,-418.0,37.56,5.91,-2.51,1118.0,,,369.54,198.02,-90.41,298.7,1.0,q1_q17_dr25_tce,5306.0,185.0,-185.0,4.6419999999999995,0.03,-0.096,0.687,0.108,-0.046,290.93845,37.701172,16.654
296,297,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.187067566,8.799e-06,-8.799e-06,171.64976000000001,0.00217,-0.00217,1.234,16.22,-0.216,3.119,0.124,-0.124,1037.4,34.5,-34.5,23.88,5.1,-2.35,1079.0,,,319.76,222.81,-92.63,37.2,1.0,q1_q17_dr25_tce,5450.0,197.0,-180.0,4.552,0.045,-0.135,0.811,0.173,-0.08,297.78848,45.565418,15.652999999999999
5451,5452,4678875,K03664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.87887673,9.9e-08,-9.9e-08,133.0741983,4.35e-05,-4.35e-05,0.441,0.003,-0.004,6.60887,0.00488,-0.00488,824390.0,363.0,-363.0,148.25,43.94,-23.64,1846.0,,,2750.37,2329.71,-1029.17,3176.9,1.0,q1_q17_dr25_tce,6569.0,157.0,-196.0,4.281000000000001,0.128,-0.17600000000000002,1.235,0.366,-0.197,297.42035,39.775108,13.244000000000002
5751,5752,8846163,K00962.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,26.77891391,,,186.20963,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,300.46063,45.01384,14.005
6117,6118,4814168,K05089.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,545.54618,0.01399,-0.01399,406.0538,0.0236,-0.0236,0.4307,0.0801,-0.3938,6.944,0.632,-0.632,177.7,20.5,-20.5,2.01,1.02,-0.51,296.0,,,1.82,2.72,-0.92,9.0,1.0,q1_q16_tce,6432.0,149.0,-192.0,4.145,0.215,-0.267,1.476,0.749,-0.374,283.8624,39.9454,11.577
6565,6566,8975776,K05593.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,224.469892,0.002845,-0.002845,230.1638,0.0102,-0.0102,0.2691,0.1977,-0.2691,2.952,0.311,-0.311,458.6,78.6,-78.6,2.35,0.82,-0.38,323.0,,,2.58,2.71,-0.96,5.5,1.0,q1_q16_tce,5911.0,174.0,-178.0,4.337,0.136,-0.23399999999999999,1.091,0.382,-0.173,298.50476000000003,45.25124,14.918
7525,7526,6864706,K06781.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.5909249,0.0002285,-0.0002285,142.72,0.0131,-0.0131,0.3084,0.1822,-0.3084,1.591,0.419,-0.419,146.9,32.0,-32.0,0.93,0.43,-0.1,622.0,,,35.34,50.41,-10.05,6.3,1.0,q1_q17_dr24_tce,5214.0,163.0,-139.0,4.527,0.076,-0.076,0.766,0.356,-0.082,292.30566,42.302479,14.953
7176,7177,8364115,K06056.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,7.73590441,1.812e-05,-1.812e-05,137.98785,0.0021,-0.0021,1.205,6.812,-0.102,4.4389,0.0994,-0.0994,465.3,9.5,-9.5,21.3,6.54,-1.73,884.0,,,144.83,126.97,-35.21,59.5,1.0,q1_q17_dr25_tce,5927.0,141.0,-159.0,4.544,0.038,-0.212,0.86,0.264,-0.07,291.27151000000003,44.376362,13.241
8221,8222,6670610,K06752.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,8.9429645,0.0001293,-0.0001293,137.26373,0.00908,-0.00908,0.088,0.505,-0.088,1.803,0.699,-0.699,233.5,72.5,-72.5,0.89,0.06,-0.1,536.0,,,19.51,5.73,-5.93,7.2,1.0,q1_q17_dr25_tce,4183.0,125.0,-138.0,4.655,0.055999999999999994,-0.024,0.594,0.043,-0.064,284.27499,42.123779,15.537
4904,4905,5444491,K07727.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.759740194,8.519e-06,-8.519e-06,131.82001,0.00825,-0.00825,0.497,0.488,-0.292,3.252,0.305,-0.305,42.5,4.1,-4.1,0.67,0.16,-0.07,2059.0,,,4245.86,2989.16,-1270.8,13.7,1.0,q1_q17_dr25_tce,6046.0,169.0,-211.0,4.478,0.042,-0.168,1.007,0.237,-0.102,290.55255,40.688759000000005,14.92
1369,1370,7948784,K01968.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.08744556,2.418e-05,-2.418e-05,135.13582,0.00218,-0.00218,0.921,0.003,-0.636,2.9884,0.0713,-0.0713,568.1,16.1,-16.1,3.15,0.9,-0.38,942.0,,,186.14,155.73,-60.51,39.9,1.0,q1_q17_dr25_tce,6310.0,168.0,-205.0,4.417,0.065,-0.195,1.095,0.313,-0.134,287.36127,43.738781,15.079
2018,2019,6933567,K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,0.918,0,0,0,0,9.08233411,4.318e-05,-4.318e-05,139.65489,0.00446,-0.00446,0.262,0.192,-0.262,2.008,0.114,-0.114,296.9,21.8,-21.8,1.35,0.24,-0.13,734.0,,,68.75,40.39,-18.3,15.8,1.0,q1_q17_dr25_tce,5354.0,175.0,-159.0,4.587,0.032,-0.12,0.788,0.143,-0.071,286.60416000000004,42.440319,15.4
8853,8854,5115688,K06526.01,,CANDIDATE,CANDIDATE,,0,0,0,0,486.77832,0.0197,-0.0197,529.0865,0.0245,-0.0245,0.1737,0.3112,-0.1736,15.29,1.3,-1.3,370.8,38.7,-38.7,9.3,0.57,-2.36,409.0,,,6.6,1.45,-3.29,10.4,1.0,q1_q17_dr24_tce,5039.0,103.0,-131.0,3.295,0.032,-0.032,4.95,0.302,-1.256,295.94925,40.247828999999996,13.892000000000001
3905,3906,11612280,K04304.01,Kepler-1587 b,CONFIRMED,CANDIDATE,0.966,0,0,0,0,9.4061364,0.0001239,-0.0001239,137.7073,0.0118,-0.0118,0.397,0.055,-0.397,4.882,0.312,-0.312,79.5,6.8,-6.8,1.14,0.19,-0.2,981.0,,,219.36,99.34,-83.24,13.2,1.0,q1_q17_dr25_tce,5855.0,105.0,-117.0,4.24,0.162,-0.10800000000000001,1.268,0.207,-0.228,292.67773,49.663909999999994,14.09
7980,7981,7280953,K06850.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.56680208,,,131.7056,,,,,,1.22,,,,,,,,,,,,392.81,125.87,-148.4,,1.0,q1_q17_dr25_tce,,,,,,,,,,291.45313,42.851227,13.072000000000001
6236,6237,6206470,K05252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.80455062,1.68e-05,-1.68e-05,132.4262,0.01,-0.01,0.348,0.101,-0.348,2.166,0.193,-0.193,39.7,3.7,-3.7,0.65,0.2,-0.09,1577.0,,,1457.85,1304.66,-482.02,12.5,1.0,q1_q17_dr25_tce,6006.0,162.0,-180.0,4.41,0.09,-0.195,1.019,0.311,-0.133,292.31476000000004,41.582321,13.73
5964,5965,6525398,K05294.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,252.04444,0.02749,-0.02749,265.201,0.0494,-0.0494,0.1903,0.2977,-0.1901,5.13,1.3,-1.3,1502.0,356.0,-356.0,2.49,0.21,-0.23,196.0,,,0.35,0.12,-0.09,6.1,1.0,q1_q16_tce,4514.0,148.0,-136.0,4.621,0.040999999999999995,-0.035,0.664,0.057,-0.059,292.79022000000003,41.948639,15.884
8849,8850,9665503,K07221.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.567974732,8.140000000000001e-07,-8.140000000000001e-07,137.34097260000001,5.27e-05,-5.27e-05,0.458,0.006,-0.007,5.96595,0.0028699999999999997,-0.0028699999999999997,416030.0,153.0,-153.0,45.65,5.99,-2.75,628.0,,,36.66,16.14,-7.64,2341.5,1.0,q1_q17_dr25_tce,5290.0,159.0,-143.0,4.669,0.027999999999999997,-0.083,0.648,0.085,-0.039,297.73764,46.358101,15.217
1491,1492,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.172024672,9.335e-06,-9.335e-06,141.209182,0.00039,-0.00039,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5368.1,26.2,-26.2,6.24,0.27,-0.55,564.0,,,24.0,3.92,-5.19,226.8,1.0,q1_q17_dr25_tce,5064.0,83.0,-75.0,4.474,0.09,-0.03,0.864,0.038,-0.076,299.21317,41.424831,14.710999999999999
5262,5263,3550434,K03854.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.1910489,1.1879999999999999e-06,-1.1879999999999999e-06,132.07640800000001,0.000819,-0.000819,1.257,16.47,-0.272,1.3738,0.0476,-0.0476,1391.1,36.8,-36.8,22.76,2.4,-2.2,1348.0,,,781.99,294.43,-210.35,46.1,1.0,q1_q17_dr25_tce,5089.0,154.0,-138.0,4.58,0.078,-0.045,0.693,0.073,-0.067,292.922,38.670291999999996,15.637
368,369,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.348866254,7.773e-06,-7.773e-06,262.72767999999996,0.00128,-0.00128,1.187,7.012,-0.253,3.2797,0.0741,-0.0741,625.6,13.3,-13.3,2436.69,497.5,-808.5,6421.0,,,401588.95,232894.16,-237326.16,56.3,1.0,q1_q17_dr25_tce,3598.0,78.0,-78.0,0.65,0.258,-0.21100000000000002,101.451,20.714,-33.66,298.80411000000004,40.843563,10.68
4746,4747,9656543,K03588.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.5445944430000003,5.26e-07,-5.26e-07,135.04023600000002,0.000176,-0.000176,0.558,0.021,-0.02,3.21373,0.00717,-0.00717,348780.0,678.0,-678.0,109.72,25.32,-46.99,1608.0,,,1582.68,1150.13,-1124.91,608.9,1.0,q1_q17_dr25_tce,5503.0,183.0,-166.0,4.033,0.428,-0.14300000000000002,1.616,0.373,-0.692,294.76862,46.37421,16.319000000000003
9425,9426,11959569,K07497.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,46.14869106,2.26e-05,-2.26e-05,173.238091,0.000385,-0.000385,0.002,0.004,-0.002,19.092,0.0203,-0.0203,349630.0,405.0,-405.0,114.2,25.91,-38.83,647.0,,,41.46,29.62,-25.07,1021.3,1.0,q1_q17_dr25_tce,5383.0,178.0,-129.0,3.908,0.33799999999999997,-0.135,1.935,0.439,-0.658,289.39417000000003,50.368069,12.387
3519,3520,9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.69059163,1.102e-05,-1.102e-05,174.04885,0.00143,-0.00143,0.573,0.006,-0.473,2.557,0.0553,-0.0553,1384.3,33.7,-33.7,3.1,0.23,-0.17,860.0,,,129.31,32.18,-22.65,45.5,1.0,q1_q17_dr25_tce,5244.0,105.0,-105.0,4.538,0.045,-0.055,0.81,0.06,-0.044,296.65475,46.83527,13.749
9433,9434,9209808,K08281.01,,FALSE POSITIVE,FALSE POSITIVE,0.141,1,0,0,0,244.547128,0.005686,-0.005686,133.3618,0.0203,-0.0203,0.003,0.454,-0.003,3.59,0.613,-0.613,587.0,111.0,-111.0,1.74,0.2,-0.14,228.0,,,0.64,0.26,-0.15,6.4,1.0,q1_q17_dr25_tce,5094.0,153.0,-138.0,4.612,0.035,-0.075,0.736,0.088,-0.059,287.89437999999996,45.606468,15.492
5201,5202,10281221,K03913.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.5828954120000001,2.6e-07,-2.6e-07,131.621083,0.000375,-0.000375,1.011,0.191,-0.039,1.0528,0.0261,-0.0261,587.5,9.1,-9.1,5.87,1.74,-0.74,2347.0,,,7152.6,6218.02,-2442.0,87.0,1.0,q1_q17_dr25_tce,6263.0,169.0,-225.0,4.46,0.065,-0.20800000000000002,1.009,0.299,-0.128,294.61252,47.343262,14.972000000000001
7212,7213,3548044,K02194.03,,CANDIDATE,CANDIDATE,0.496,0,0,0,0,445.21685,0.01812,-0.01812,202.847,0.0396,-0.0396,0.0,0.444,0.0,16.37,1.0,-1.0,211.6,20.6,-20.6,1.37,0.18,-0.18,237.0,,,0.74,0.29,-0.22,11.1,3.0,q1_q17_dr25_tce,5670.0,113.0,-102.0,4.387,0.138,-0.092,0.95,0.124,-0.124,292.32645,38.657581,13.865
2937,2938,3324986,K03084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.540411479,9.451e-06,-9.451e-06,131.99239,0.00444,-0.00444,0.781,0.186,-0.584,1.703,0.21,-0.21,107.1,11.8,-11.8,0.92,0.25,-0.08,1446.0,,,1029.25,790.73,-269.86,12.1,1.0,q1_q17_dr25_tce,5769.0,155.0,-172.0,4.57,0.032,-0.179,0.812,0.212,-0.071,286.01587,38.411339,14.991
9314,9315,9588880,K07946.01,,FALSE POSITIVE,FALSE POSITIVE,0.235,1,0,0,0,77.97621155,,,175.35495,,,,,,2.0,,,,,,,,,,,,,,,,7.0,q1_q17_dr25_tce,,,,,,,,,,292.16595,46.227631,14.703
